sigma,k,MSE noisy,PSNR noisy,MSE denoised,PSNR denoised,k optimal
0.058823529411764705,5,0.0032254142030944564,24.91414505969037,0.006011846282571166,22.2099213245715,20
0.058823529411764705,10,0.0032254142030944564,24.91414505969037,0.002463349523026461,26.08473962033382,20
0.058823529411764705,20,0.0032254142030944564,24.91414505969037,0.001600322809330126,27.957924047377173,20
0.058823529411764705,50,0.0032254142030944564,24.91414505969037,0.0017519905060752613,27.56468251575642,20
0.058823529411764705,100,0.0032254142030944564,24.91414505969037,0.0024022398274447937,26.193836370094992,20
0.058823529411764705,200,0.0032254142030944564,24.91414505969037,0.0030917148582639705,25.098005668859486,20
